"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes - Global/Averaged Grads Angle","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes - Global/Averaged Grads Angle__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_20classes - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedSTGM_sgd_lr0.005 - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedSTGM_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.005 - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005 - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedALA_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005 - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle__MAX"
"105","-0.12426045201718808","-0.12426045201718808","-0.12426045201718808","-0.23777001351118088","-0.23777001351118088","-0.23777001351118088","-0.21538402810692786","-0.21538402810692786","-0.21538402810692786","-0.23487453758716584","-0.23487453758716584","-0.23487453758716584"
"106","-0.1323677409440279","-0.1323677409440279","-0.1323677409440279","-0.23654178082942962","-0.23654178082942962","-0.23654178082942962","-0.21581380181014537","-0.21581380181014537","-0.21581380181014537","-0.2350420296192169","-0.2350420296192169","-0.2350420296192169"
"107","-0.12914860490709543","-0.12914860490709543","-0.12914860490709543","-0.2371911495923996","-0.2371911495923996","-0.2371911495923996","-0.21623923778533935","-0.21623923778533935","-0.21623923778533935","-0.234405055642128","-0.234405055642128","-0.234405055642128"
"108","-0.14606831446290017","-0.14606831446290017","-0.14606831446290017","-0.23783905506134034","-0.23783905506134034","-0.23783905506134034","-0.21685579791665077","-0.21685579791665077","-0.21685579791665077","-0.2339190348982811","-0.2339190348982811","-0.2339190348982811"
"109","-0.14024448338896037","-0.14024448338896037","-0.14024448338896037","-0.23740510940551757","-0.23740510940551757","-0.23740510940551757","-0.21691245697438716","-0.21691245697438716","-0.21691245697438716","-0.2343850240111351","-0.2343850240111351","-0.2343850240111351"
"110","-0.13212637640535832","-0.13212637640535832","-0.13212637640535832","-0.23819404542446138","-0.23819404542446138","-0.23819404542446138","-0.21732617244124414","-0.21732617244124414","-0.21732617244124414","-0.23321344554424286","-0.23321344554424286","-0.23321344554424286"
"111","-0.1165241351351142","-0.1165241351351142","-0.1165241351351142","-0.2371614545583725","-0.2371614545583725","-0.2371614545583725","-0.2180418949574232","-0.2180418949574232","-0.2180418949574232","-0.23382114320993425","-0.23382114320993425","-0.23382114320993425"
"112","-0.13015159089118242","-0.13015159089118242","-0.13015159089118242","-0.23725769370794297","-0.23725769370794297","-0.23725769370794297","-0.21865165531635283","-0.21865165531635283","-0.21865165531635283","-0.23530010581016542","-0.23530010581016542","-0.23530010581016542"
"113","-0.13527969270944595","-0.13527969270944595","-0.13527969270944595","-0.23782752752304076","-0.23782752752304076","-0.23782752752304076","-0.21911893896758555","-0.21911893896758555","-0.21911893896758555","-0.2335203006863594","-0.2335203006863594","-0.2335203006863594"
"114","-0.14170846939086915","-0.14170846939086915","-0.14170846939086915","-0.2383671820163727","-0.2383671820163727","-0.2383671820163727","-0.21957311257719994","-0.21957311257719994","-0.21957311257719994","-0.23382119685411454","-0.23382119685411454","-0.23382119685411454"
"115","-0.14592013582587243","-0.14592013582587243","-0.14592013582587243","-0.23799085170030593","-0.23799085170030593","-0.23799085170030593","-0.22001018077135087","-0.22001018077135087","-0.22001018077135087","-0.23504432886838914","-0.23504432886838914","-0.23504432886838914"
"116","-0.12540745846927165","-0.12540745846927165","-0.12540745846927165","-0.2378678560256958","-0.2378678560256958","-0.2378678560256958","-0.2201666984707117","-0.2201666984707117","-0.2201666984707117","-0.23537241220474242","-0.23537241220474242","-0.23537241220474242"
"117","-0.138582749851048","-0.138582749851048","-0.138582749851048","-0.23696746230125426","-0.23696746230125426","-0.23696746230125426","-0.2206731140613556","-0.2206731140613556","-0.2206731140613556","-0.234659081697464","-0.234659081697464","-0.234659081697464"
"118","-0.10820407550781966","-0.10820407550781966","-0.10820407550781966","-0.23661332726478576","-0.23661332726478576","-0.23661332726478576","-0.22092980779707433","-0.22092980779707433","-0.22092980779707433","-0.2349733978509903","-0.2349733978509903","-0.2349733978509903"
"119","-0.1403035594150424","-0.1403035594150424","-0.1403035594150424","-0.2373137503862381","-0.2373137503862381","-0.2373137503862381","-0.22165592797100545","-0.22165592797100545","-0.22165592797100545","-0.23505034893751145","-0.23505034893751145","-0.23505034893751145"
"120","-0.12681051455438136","-0.12681051455438136","-0.12681051455438136","-0.23825902491807938","-0.23825902491807938","-0.23825902491807938","-0.22203475814312695","-0.22203475814312695","-0.22203475814312695","-0.23204710483551025","-0.23204710483551025","-0.23204710483551025"
"121","-0.15620786491781474","-0.15620786491781474","-0.15620786491781474","-0.2374455913901329","-0.2374455913901329","-0.2374455913901329","-0.22206505555659534","-0.22206505555659534","-0.22206505555659534","-0.23449816256761552","-0.23449816256761552","-0.23449816256761552"
"122","-0.12663535438477994","-0.12663535438477994","-0.12663535438477994","-0.2366400331258774","-0.2366400331258774","-0.2366400331258774","-0.2224711151793599","-0.2224711151793599","-0.2224711151793599","-0.23518051356077194","-0.23518051356077194","-0.23518051356077194"
"123","-0.11772327199578285","-0.11772327199578285","-0.11772327199578285","-0.23775289803743363","-0.23775289803743363","-0.23775289803743363","-0.22287898994982241","-0.22287898994982241","-0.22287898994982241","-0.2347251370549202","-0.2347251370549202","-0.2347251370549202"
"124","-0.11870258986018598","-0.11870258986018598","-0.11870258986018598","-0.2376336097717285","-0.2376336097717285","-0.2376336097717285","-0.22282752953469753","-0.22282752953469753","-0.22282752953469753","-0.2349243327975273","-0.2349243327975273","-0.2349243327975273"
"125","-0.13561149202287198","-0.13561149202287198","-0.13561149202287198","-0.2373029187321663","-0.2373029187321663","-0.2373029187321663","-0.2233052896335721","-0.2233052896335721","-0.2233052896335721","-0.23481865227222443","-0.23481865227222443","-0.23481865227222443"
"126","-0.14905748181045056","-0.14905748181045056","-0.14905748181045056","-0.23627666085958482","-0.23627666085958482","-0.23627666085958482","-0.2235860452055931","-0.2235860452055931","-0.2235860452055931","-0.2328444868326187","-0.2328444868326187","-0.2328444868326187"
"127","-0.16088593304157256","-0.16088593304157256","-0.16088593304157256","-0.23792033344507219","-0.23792033344507219","-0.23792033344507219","-0.2238170737400651","-0.2238170737400651","-0.2238170737400651","-0.23450511395931245","-0.23450511395931245","-0.23450511395931245"
"128","-0.12926433719694613","-0.12926433719694613","-0.12926433719694613","-0.23785824477672576","-0.23785824477672576","-0.23785824477672576","-0.22418793085962535","-0.22418793085962535","-0.22418793085962535","-0.23287314921617508","-0.23287314921617508","-0.23287314921617508"
"129","-0.134854818880558","-0.134854818880558","-0.134854818880558","-0.2366369843482971","-0.2366369843482971","-0.2366369843482971","-0.22451144121587277","-0.22451144121587277","-0.22451144121587277","-0.23429841846227645","-0.23429841846227645","-0.23429841846227645"
"130","-0.11409150790423155","-0.11409150790423155","-0.11409150790423155","-0.23654095977544784","-0.23654095977544784","-0.23654095977544784","-0.22457268498837948","-0.22457268498837948","-0.22457268498837948","-0.23494077920913697","-0.23494077920913697","-0.23494077920913697"
"131","-0.13217623718082905","-0.13217623718082905","-0.13217623718082905","-0.2378368377685547","-0.2378368377685547","-0.2378368377685547","-0.2249732894822955","-0.2249732894822955","-0.2249732894822955","-0.2346563905477524","-0.2346563905477524","-0.2346563905477524"
"132","-0.1442675121128559","-0.1442675121128559","-0.1442675121128559","-0.23685411959886551","-0.23685411959886551","-0.23685411959886551","-0.22520449496805667","-0.22520449496805667","-0.22520449496805667","-0.23176680207252504","-0.23176680207252504","-0.23176680207252504"
"133","-0.08439048919826746","-0.08439048919826746","-0.08439048919826746","-0.23627408146858214","-0.23627408146858214","-0.23627408146858214","-0.22530455533415078","-0.22530455533415078","-0.22530455533415078","-0.23369187414646148","-0.23369187414646148","-0.23369187414646148"
"134","-0.13187879994511603","-0.13187879994511603","-0.13187879994511603","-0.23647882640361786","-0.23647882640361786","-0.23647882640361786","-0.22567252246662975","-0.22567252246662975","-0.22567252246662975","-0.23182719498872756","-0.23182719498872756","-0.23182719498872756"
"135","-0.15111728459596635","-0.15111728459596635","-0.15111728459596635","-0.23730252385139466","-0.23730252385139466","-0.23730252385139466","-0.22586616668850185","-0.22586616668850185","-0.22586616668850185","-0.23269887417554855","-0.23269887417554855","-0.23269887417554855"
"136","-0.14014643561095","-0.14014643561095","-0.14014643561095","-0.2366250768303871","-0.2366250768303871","-0.2366250768303871","-0.2262109235394746","-0.2262109235394746","-0.2262109235394746","-0.23426834344863892","-0.23426834344863892","-0.23426834344863892"
"137","-0.1605396056547761","-0.1605396056547761","-0.1605396056547761","-0.2376392051577568","-0.2376392051577568","-0.2376392051577568","-0.2261376273818314","-0.2261376273818314","-0.2261376273818314","-0.23421065211296083","-0.23421065211296083","-0.23421065211296083"
"138","-0.11172148594632744","-0.11172148594632744","-0.11172148594632744","-0.237289759516716","-0.237289759516716","-0.237289759516716","-0.22661509721074252","-0.22661509721074252","-0.22661509721074252","-0.23287581354379655","-0.23287581354379655","-0.23287581354379655"
"139","-0.1436242764815688","-0.1436242764815688","-0.1436242764815688","-0.23637576252222062","-0.23637576252222062","-0.23637576252222062","-0.22659896027762444","-0.22659896027762444","-0.22659896027762444","-0.23290759772062303","-0.23290759772062303","-0.23290759772062303"
"140","-0.10644402627367526","-0.10644402627367526","-0.10644402627367526","-0.2375871017575264","-0.2375871017575264","-0.2375871017575264","-0.22672816145059188","-0.22672816145059188","-0.22672816145059188","-0.23350663781166076","-0.23350663781166076","-0.23350663781166076"
"141","-0.15151917096227407","-0.15151917096227407","-0.15151917096227407","-0.23621210157871247","-0.23621210157871247","-0.23621210157871247","-0.2270179141894914","-0.2270179141894914","-0.2270179141894914","-0.2335455074906349","-0.2335455074906349","-0.2335455074906349"
"142","-0.15059013552963735","-0.15059013552963735","-0.15059013552963735","-0.2370525062084198","-0.2370525062084198","-0.2370525062084198","-0.22730879819719121","-0.22730879819719121","-0.22730879819719121","-0.2334140956401825","-0.2334140956401825","-0.2334140956401825"
"143","-0.10890699438750744","-0.10890699438750744","-0.10890699438750744","-0.23743502497673036","-0.23743502497673036","-0.23743502497673036","-0.22757126616197637","-0.22757126616197637","-0.22757126616197637","-0.2336303785443306","-0.2336303785443306","-0.2336303785443306"
"144","-0.1420845104381442","-0.1420845104381442","-0.1420845104381442","-0.23661825954914092","-0.23661825954914092","-0.23661825954914092","-0.2275171716697514","-0.2275171716697514","-0.2275171716697514","-0.23234567046165466","-0.23234567046165466","-0.23234567046165466"
"145","-0.1467236578464508","-0.1467236578464508","-0.1467236578464508","-0.23804400265216827","-0.23804400265216827","-0.23804400265216827","-0.2275278490036726","-0.2275278490036726","-0.2275278490036726","-0.2307213693857193","-0.2307213693857193","-0.2307213693857193"
"146","-0.1497065968811512","-0.1497065968811512","-0.1497065968811512","-0.2358941689133644","-0.2358941689133644","-0.2358941689133644","-0.2277425728738308","-0.2277425728738308","-0.2277425728738308","-0.23314493298530578","-0.23314493298530578","-0.23314493298530578"
"147","-0.13192588835954666","-0.13192588835954666","-0.13192588835954666","-0.23458220958709716","-0.23458220958709716","-0.23458220958709716","-0.22798599540255965","-0.22798599540255965","-0.22798599540255965","-0.2314707189798355","-0.2314707189798355","-0.2314707189798355"
"148","-0.15464939139783382","-0.15464939139783382","-0.15464939139783382","-0.23665670454502105","-0.23665670454502105","-0.23665670454502105","-0.22800674280151725","-0.22800674280151725","-0.22800674280151725","-0.23333093374967576","-0.23333093374967576","-0.23333093374967576"
"149","-0.14707015827298164","-0.14707015827298164","-0.14707015827298164","-0.23604672849178315","-0.23604672849178315","-0.23604672849178315","-0.22812580140307545","-0.22812580140307545","-0.22812580140307545","-0.23279445618391037","-0.23279445618391037","-0.23279445618391037"
"150","-0.12405911833047867","-0.12405911833047867","-0.12405911833047867","-0.23666949719190597","-0.23666949719190597","-0.23666949719190597","-0.22821373492479324","-0.22821373492479324","-0.22821373492479324","-0.23388900756835937","-0.23388900756835937","-0.23388900756835937"
"151","-0.10586602501571178","-0.10586602501571178","-0.10586602501571178","-0.23689958453178406","-0.23689958453178406","-0.23689958453178406","-0.2283863179385662","-0.2283863179385662","-0.2283863179385662","-0.23202672004699706","-0.23202672004699706","-0.23202672004699706"
"152","-0.1447334937751293","-0.1447334937751293","-0.1447334937751293","-0.2371332123875618","-0.2371332123875618","-0.2371332123875618","-0.22839044770225883","-0.22839044770225883","-0.22839044770225883","-0.230812931060791","-0.230812931060791","-0.230812931060791"
"153","-0.1284480094909668","-0.1284480094909668","-0.1284480094909668","-0.23710398077964784","-0.23710398077964784","-0.23710398077964784","-0.22858402533456684","-0.22858402533456684","-0.22858402533456684","-0.23316529989242554","-0.23316529989242554","-0.23316529989242554"
"154","-0.11569672534242273","-0.11569672534242273","-0.11569672534242273","-0.2373495042324066","-0.2373495042324066","-0.2373495042324066","-0.22881317986175417","-0.22881317986175417","-0.22881317986175417","-0.23219613283872603","-0.23219613283872603","-0.23219613283872603"
"155","-0.14469263199716806","-0.14469263199716806","-0.14469263199716806","-0.23703280985355377","-0.23703280985355377","-0.23703280985355377","-0.22839461788535118","-0.22839461788535118","-0.22839461788535118","-0.22860998511314393","-0.22860998511314393","-0.22860998511314393"
"156","-0.12127163130789995","-0.12127163130789995","-0.12127163130789995","-0.23696815371513366","-0.23696815371513366","-0.23696815371513366","-0.22909069629386067","-0.22909069629386067","-0.22909069629386067","-0.23306911885738374","-0.23306911885738374","-0.23306911885738374"
"157","-0.14119052272289992","-0.14119052272289992","-0.14119052272289992","-0.23699721395969392","-0.23699721395969392","-0.23699721395969392","-0.2289716297760606","-0.2289716297760606","-0.2289716297760606","-0.2319146901369095","-0.2319146901369095","-0.2319146901369095"
"158","-0.14974257247522474","-0.14974257247522474","-0.14974257247522474","-0.23661499917507173","-0.23661499917507173","-0.23661499917507173","-0.22933400264009834","-0.22933400264009834","-0.22933400264009834","-0.23185543417930604","-0.23185543417930604","-0.23185543417930604"
"159","-0.15518493130803107","-0.15518493130803107","-0.15518493130803107","-0.23663335144519806","-0.23663335144519806","-0.23663335144519806","-0.2292912933975458","-0.2292912933975458","-0.2292912933975458","-0.23167888969182968","-0.23167888969182968","-0.23167888969182968"
"160","-0.12118950076401233","-0.12118950076401233","-0.12118950076401233","-0.2361169785261154","-0.2361169785261154","-0.2361169785261154","-0.229274545237422","-0.229274545237422","-0.229274545237422","-0.22952379137277604","-0.22952379137277604","-0.22952379137277604"
"161","-0.14843044988811016","-0.14843044988811016","-0.14843044988811016","-0.236515973508358","-0.236515973508358","-0.236515973508358","-0.2293468525633216","-0.2293468525633216","-0.2293468525633216","-0.23172104805707933","-0.23172104805707933","-0.23172104805707933"
"162","-0.14091219305992125","-0.14091219305992125","-0.14091219305992125","-0.2368439331650734","-0.2368439331650734","-0.2368439331650734","-0.22963328715413808","-0.22963328715413808","-0.22963328715413808","-0.23211324214935303","-0.23211324214935303","-0.23211324214935303"
"163","-0.13186439126729965","-0.13186439126729965","-0.13186439126729965","-0.23658948242664338","-0.23658948242664338","-0.23658948242664338","-0.2296567590907216","-0.2296567590907216","-0.2296567590907216","-0.23189722895622253","-0.23189722895622253","-0.23189722895622253"
"164","-0.13218342158943414","-0.13218342158943414","-0.13218342158943414","-0.23643689900636672","-0.23643689900636672","-0.23643689900636672","-0.22999153453856708","-0.22999153453856708","-0.22999153453856708","-0.232339009642601","-0.232339009642601","-0.232339009642601"
"165","-0.12026248797774315","-0.12026248797774315","-0.12026248797774315","-0.23653759062290192","-0.23653759062290192","-0.23653759062290192","-0.23011425286531448","-0.23011425286531448","-0.23011425286531448","-0.23180076628923416","-0.23180076628923416","-0.23180076628923416"
"166","-0.11011158768087626","-0.11011158768087626","-0.11011158768087626","-0.2358041986823082","-0.2358041986823082","-0.2358041986823082","-0.23034738507121802","-0.23034738507121802","-0.23034738507121802","-0.23042473644018174","-0.23042473644018174","-0.23042473644018174"
"167","-0.1595954153686762","-0.1595954153686762","-0.1595954153686762","-0.2345570668578148","-0.2345570668578148","-0.2345570668578148","-0.2303756268694997","-0.2303756268694997","-0.2303756268694997","-0.23107576966285706","-0.23107576966285706","-0.23107576966285706"
"168","-0.09658581588882953","-0.09658581588882953","-0.09658581588882953","-0.23413100987672805","-0.23413100987672805","-0.23413100987672805","-0.23057942744344473","-0.23057942744344473","-0.23057942744344473","-0.23172145187854767","-0.23172145187854767","-0.23172145187854767"
"169","-0.13812822066247463","-0.13812822066247463","-0.13812822066247463","-0.23503555953502656","-0.23503555953502656","-0.23503555953502656","-0.2308762514963746","-0.2308762514963746","-0.2308762514963746","-0.23130581229925157","-0.23130581229925157","-0.23130581229925157"
"170","-0.1382478903979063","-0.1382478903979063","-0.1382478903979063","-0.2353755235671997","-0.2353755235671997","-0.2353755235671997","-0.23101886883378028","-0.23101886883378028","-0.23101886883378028","-0.2306157410144806","-0.2306157410144806","-0.2306157410144806"
"171","-0.13959666769951581","-0.13959666769951581","-0.13959666769951581","-0.2356727823615074","-0.2356727823615074","-0.2356727823615074","-0.23118684627115726","-0.23118684627115726","-0.23118684627115726","-0.22840401530265808","-0.22840401530265808","-0.22840401530265808"
"172","-0.12724670320749282","-0.12724670320749282","-0.12724670320749282","-0.23602024018764495","-0.23602024018764495","-0.23602024018764495","-0.23141154944896697","-0.23141154944896697","-0.23141154944896697","-0.23027976751327514","-0.23027976751327514","-0.23027976751327514"
"173","-0.14154287278652192","-0.14154287278652192","-0.14154287278652192","-0.2365818962454796","-0.2365818962454796","-0.2365818962454796","-0.2316305860877037","-0.2316305860877037","-0.2316305860877037","-0.23079979419708252","-0.23079979419708252","-0.23079979419708252"
"174","-0.14711651783436536","-0.14711651783436536","-0.14711651783436536","-0.23597248196601867","-0.23597248196601867","-0.23597248196601867","-0.2317014954984188","-0.2317014954984188","-0.2317014954984188","-0.22958910912275315","-0.22958910912275315","-0.22958910912275315"
"175","-0.1293725199997425","-0.1293725199997425","-0.1293725199997425","-0.2352983146905899","-0.2352983146905899","-0.2352983146905899","-0.23199312798678876","-0.23199312798678876","-0.23199312798678876","-0.22893168330192565","-0.22893168330192565","-0.22893168330192565"
"176","-0.1366576813161373","-0.1366576813161373","-0.1366576813161373","-0.23580722510814667","-0.23580722510814667","-0.23580722510814667","-0.23177837692201136","-0.23177837692201136","-0.23177837692201136","-0.22828571051359176","-0.22828571051359176","-0.22828571051359176"
"177","-0.14819845156744121","-0.14819845156744121","-0.14819845156744121","-0.23552574962377548","-0.23552574962377548","-0.23552574962377548","-0.23194701597094536","-0.23194701597094536","-0.23194701597094536","-0.23083279579877852","-0.23083279579877852","-0.23083279579877852"
"178","-0.14338519796729088","-0.14338519796729088","-0.14338519796729088","-0.23615460246801376","-0.23615460246801376","-0.23615460246801376","-0.2321212947368622","-0.2321212947368622","-0.2321212947368622","-0.22876991778612138","-0.22876991778612138","-0.22876991778612138"
"179","-0.12539152414537966","-0.12539152414537966","-0.12539152414537966","-0.23564142882823944","-0.23564142882823944","-0.23564142882823944","-0.2321484498679638","-0.2321484498679638","-0.2321484498679638","-0.22801031768321992","-0.22801031768321992","-0.22801031768321992"
"180","-0.14402702860534192","-0.14402702860534192","-0.14402702860534192","-0.23592399805784225","-0.23592399805784225","-0.23592399805784225","-0.23258042968809606","-0.23258042968809606","-0.23258042968809606","-0.2299941062927246","-0.2299941062927246","-0.2299941062927246"
"181","-0.13399334652349354","-0.13399334652349354","-0.13399334652349354","-0.2353590339422226","-0.2353590339422226","-0.2353590339422226","-0.23240985348820686","-0.23240985348820686","-0.23240985348820686","-0.2293799936771393","-0.2293799936771393","-0.2293799936771393"
"182","-0.14726332146674395","-0.14726332146674395","-0.14726332146674395","-0.23573763519525529","-0.23573763519525529","-0.23573763519525529","-0.23292133435606957","-0.23292133435606957","-0.23292133435606957","-0.22804398685693741","-0.22804398685693741","-0.22804398685693741"
"183","-0.12482352093793452","-0.12482352093793452","-0.12482352093793452","-0.23347650319337845","-0.23347650319337845","-0.23347650319337845","-0.23293893225491047","-0.23293893225491047","-0.23293893225491047","-0.22737805247306825","-0.22737805247306825","-0.22737805247306825"
"184","-0.12551328018307686","-0.12551328018307686","-0.12551328018307686","-0.23486323803663253","-0.23486323803663253","-0.23486323803663253","-0.23304300494492053","-0.23304300494492053","-0.23304300494492053","-0.2299284264445305","-0.2299284264445305","-0.2299284264445305"
"185","-0.1501275647431612","-0.1501275647431612","-0.1501275647431612","-0.23622450083494187","-0.23622450083494187","-0.23622450083494187","-0.23327084854245186","-0.23327084854245186","-0.23327084854245186","-0.22939489781856537","-0.22939489781856537","-0.22939489781856537"
"186","-0.12616287916898727","-0.12616287916898727","-0.12616287916898727","-0.23511464446783065","-0.23511464446783065","-0.23511464446783065","-0.23337837494909763","-0.23337837494909763","-0.23337837494909763","-0.23049816936254502","-0.23049816936254502","-0.23049816936254502"
"187","-0.13348594894632698","-0.13348594894632698","-0.13348594894632698","-0.23412954062223434","-0.23412954062223434","-0.23412954062223434","-0.23349960185587407","-0.23349960185587407","-0.23349960185587407","-0.2293988734483719","-0.2293988734483719","-0.2293988734483719"
"188","-0.15471358820796013","-0.15471358820796013","-0.15471358820796013","-0.23529198318719863","-0.23529198318719863","-0.23529198318719863","-0.23367693684995175","-0.23367693684995175","-0.23367693684995175","-0.22976601123809814","-0.22976601123809814","-0.22976601123809814"
"189","-0.14633934050798417","-0.14633934050798417","-0.14633934050798417","-0.2343883141875267","-0.2343883141875267","-0.2343883141875267","-0.23374534770846367","-0.23374534770846367","-0.23374534770846367","-0.22877696305513381","-0.22877696305513381","-0.22877696305513381"
"190","-0.1464776061475277","-0.1464776061475277","-0.1464776061475277","-0.2350694343447685","-0.2350694343447685","-0.2350694343447685","-0.23368557952344418","-0.23368557952344418","-0.23368557952344418","-0.23005383610725402","-0.23005383610725402","-0.23005383610725402"
"191","-0.11442092135548591","-0.11442092135548591","-0.11442092135548591","-0.23308652490377427","-0.23308652490377427","-0.23308652490377427","-0.2338622823357582","-0.2338622823357582","-0.2338622823357582","-0.22937350273132323","-0.22937350273132323","-0.22937350273132323"
"192","-0.14919998943805696","-0.14919998943805696","-0.14919998943805696","-0.23574027121067048","-0.23574027121067048","-0.23574027121067048","-0.23414146527647972","-0.23414146527647972","-0.23414146527647972","-0.22580354362726213","-0.22580354362726213","-0.22580354362726213"
"193","-0.13341468926519157","-0.13341468926519157","-0.13341468926519157","-0.23473075032234192","-0.23473075032234192","-0.23473075032234192","-0.2338750697672367","-0.2338750697672367","-0.2338750697672367","-0.22847473323345185","-0.22847473323345185","-0.22847473323345185"
"194","-0.1321150314062834","-0.1321150314062834","-0.1321150314062834","-0.23376327455043794","-0.23376327455043794","-0.23376327455043794","-0.23385437577962875","-0.23385437577962875","-0.23385437577962875","-0.22697339355945587","-0.22697339355945587","-0.22697339355945587"
"195","-0.12175828467588871","-0.12175828467588871","-0.12175828467588871","-0.23383017033338546","-0.23383017033338546","-0.23383017033338546","-0.2342697599902749","-0.2342697599902749","-0.2342697599902749","-0.22900188267230986","-0.22900188267230986","-0.22900188267230986"
"196","-0.1347426801919937","-0.1347426801919937","-0.1347426801919937","-0.23249078094959258","-0.23249078094959258","-0.23249078094959258","-0.23426422774791716","-0.23426422774791716","-0.23426422774791716","-0.22282813340425492","-0.22282813340425492","-0.22282813340425492"
"197","-0.1294348955154419","-0.1294348955154419","-0.1294348955154419","-0.2348383530974388","-0.2348383530974388","-0.2348383530974388","-0.23409086801111698","-0.23409086801111698","-0.23409086801111698","-0.22420769482851027","-0.22420769482851027","-0.22420769482851027"
"198","-0.13705892339348794","-0.13705892339348794","-0.13705892339348794","-0.2347390353679657","-0.2347390353679657","-0.2347390353679657","-0.23414671048521996","-0.23414671048521996","-0.23414671048521996","-0.22753070592880248","-0.22753070592880248","-0.22753070592880248"
"199","-0.1550230085849762","-0.1550230085849762","-0.1550230085849762","-0.23394274860620498","-0.23394274860620498","-0.23394274860620498","-0.23419433142989873","-0.23419433142989873","-0.23419433142989873","-0.22825030833482743","-0.22825030833482743","-0.22825030833482743"
"200","-0.11889952649362386","-0.11889952649362386","-0.11889952649362386","-0.2353657752275467","-0.2353657752275467","-0.2353657752275467","-0.23437819965183734","-0.23437819965183734","-0.23437819965183734","-0.22783856689929963","-0.22783856689929963","-0.22783856689929963"
"201","-0.14566077142953873","-0.14566077142953873","-0.14566077142953873","-0.23293747156858444","-0.23293747156858444","-0.23293747156858444","-0.2344595342874527","-0.2344595342874527","-0.2344595342874527","-0.22861999720335008","-0.22861999720335008","-0.22861999720335008"
"202","-0.134829518571496","-0.134829518571496","-0.134829518571496","-0.23484353274106978","-0.23484353274106978","-0.23484353274106978","-0.23461384009569883","-0.23461384009569883","-0.23461384009569883","-0.2290413960814476","-0.2290413960814476","-0.2290413960814476"
"203","-0.1404767870903015","-0.1404767870903015","-0.1404767870903015","-0.2339346706867218","-0.2339346706867218","-0.2339346706867218","-0.23468729741871358","-0.23468729741871358","-0.23468729741871358","-0.22597235590219497","-0.22597235590219497","-0.22597235590219497"
"204","-0.14597876816987992","-0.14597876816987992","-0.14597876816987992","-0.23385959714651108","-0.23385959714651108","-0.23385959714651108","-0.2346917839720845","-0.2346917839720845","-0.2346917839720845","-0.22768560647964478","-0.22768560647964478","-0.22768560647964478"
"205","-0.12862015031278135","-0.12862015031278135","-0.12862015031278135","-0.23482461124658585","-0.23482461124658585","-0.23482461124658585","-0.23474324494600296","-0.23474324494600296","-0.23474324494600296","-0.22858544141054155","-0.22858544141054155","-0.22858544141054155"
"206","-0.14377634157426655","-0.14377634157426655","-0.14377634157426655","-0.2330910012125969","-0.2330910012125969","-0.2330910012125969","-0.2349743178114295","-0.2349743178114295","-0.2349743178114295","-0.2257219061255455","-0.2257219061255455","-0.2257219061255455"
"207","-0.126596506126225","-0.126596506126225","-0.126596506126225","-0.23312173634767533","-0.23312173634767533","-0.23312173634767533","-0.23519455790519714","-0.23519455790519714","-0.23519455790519714","-0.22688913196325303","-0.22688913196325303","-0.22688913196325303"
"208","-0.1529477383941412","-0.1529477383941412","-0.1529477383941412","-0.23317226767539978","-0.23317226767539978","-0.23317226767539978","-0.2353693999350071","-0.2353693999350071","-0.2353693999350071","-0.22839630991220475","-0.22839630991220475","-0.22839630991220475"
"209","-0.1385766215622425","-0.1385766215622425","-0.1385766215622425","-0.23492585122585297","-0.23492585122585297","-0.23492585122585297","-0.2355050714686513","-0.2355050714686513","-0.2355050714686513","-0.2273474171757698","-0.2273474171757698","-0.2273474171757698"
"210","-0.13646104969084263","-0.13646104969084263","-0.13646104969084263","-0.2354453608393669","-0.2354453608393669","-0.2354453608393669","-0.2354728991165757","-0.2354728991165757","-0.2354728991165757","-0.22705492973327637","-0.22705492973327637","-0.22705492973327637"
"211","-0.11468976270407438","-0.11468976270407438","-0.11468976270407438","-0.23488077223300935","-0.23488077223300935","-0.23488077223300935","-0.23555215932428836","-0.23555215932428836","-0.23555215932428836","-0.2271447092294693","-0.2271447092294693","-0.2271447092294693"
"212","-0.15242180353961884","-0.15242180353961884","-0.15242180353961884","-0.23393368273973464","-0.23393368273973464","-0.23393368273973464","-0.23559030182659627","-0.23559030182659627","-0.23559030182659627","-0.2267808809876442","-0.2267808809876442","-0.2267808809876442"
